id,gateway_id,driver_id,ext_cam,int_cam,acceleration,incident_loc,tags
468,138,826,http://dummyimage.com/153x100.png/dddddd/000000,http://dummyimage.com/157x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","26.2958582, 68.6359692",Harsh Brake
469,534,153,http://dummyimage.com/108x100.png/ff4444/ffffff,http://dummyimage.com/216x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","48.9359551, 89.1366848",Harsh Brake
470,277,210,http://dummyimage.com/214x100.png/dddddd/000000,http://dummyimage.com/165x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","-7.7474, 114.0409",Crash
471,753,539,http://dummyimage.com/163x100.png/ff4444/ffffff,http://dummyimage.com/229x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-7.1549929, 109.5925139",Speeding
472,623,263,http://dummyimage.com/176x100.png/ff4444/ffffff,http://dummyimage.com/148x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","24.3482735, 116.6988851",Harsh Turn
473,839,113,http://dummyimage.com/207x100.png/cc0000/ffffff,http://dummyimage.com/111x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","53.1892176, 50.119277",Crash
474,71,617,http://dummyimage.com/187x100.png/ff4444/ffffff,http://dummyimage.com/248x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","28.112525, 112.989854",Crash
475,518,390,http://dummyimage.com/205x100.png/cc0000/ffffff,http://dummyimage.com/234x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","44.1034877, 43.2768364",Harsh Accel
476,401,331,http://dummyimage.com/234x100.png/cc0000/ffffff,http://dummyimage.com/240x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","38.1230866, 140.0547688",Harsh Accel
477,843,24,http://dummyimage.com/154x100.png/ff4444/ffffff,http://dummyimage.com/216x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","46.3392772, 14.9599807",Speeding
478,917,705,http://dummyimage.com/201x100.png/cc0000/ffffff,http://dummyimage.com/172x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","15.3362649, -88.5529063",Harsh Turn
479,271,835,http://dummyimage.com/197x100.png/ff4444/ffffff,http://dummyimage.com/233x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","49.8788895, 6.1878416",Speeding
480,207,476,http://dummyimage.com/227x100.png/cc0000/ffffff,http://dummyimage.com/211x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","55.6665482, 12.556108",Harsh Accel
481,783,784,http://dummyimage.com/109x100.png/cc0000/ffffff,http://dummyimage.com/187x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","-6.6242048, 107.775465",Speeding
482,626,353,http://dummyimage.com/145x100.png/5fa2dd/ffffff,http://dummyimage.com/146x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","23.1243988, 113.2475087",Speeding
483,61,334,http://dummyimage.com/212x100.png/ff4444/ffffff,http://dummyimage.com/237x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","57.9093249, 60.166299",Speeding
484,669,170,http://dummyimage.com/244x100.png/ff4444/ffffff,http://dummyimage.com/144x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","30.274084, 120.15507",Harsh Accel
485,638,147,http://dummyimage.com/150x100.png/dddddd/000000,http://dummyimage.com/149x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","30.2771132, 72.9979303",Distracted Driving
486,268,844,http://dummyimage.com/108x100.png/ff4444/ffffff,http://dummyimage.com/114x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","25.8007724, -100.4277766",Harsh Brake
487,969,565,http://dummyimage.com/157x100.png/5fa2dd/ffffff,http://dummyimage.com/197x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","43.0827206, 46.8282768",Distracted Driving
488,541,146,http://dummyimage.com/108x100.png/5fa2dd/ffffff,http://dummyimage.com/205x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","38.430793, 100.812859",Speeding
489,555,216,http://dummyimage.com/220x100.png/5fa2dd/ffffff,http://dummyimage.com/186x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","-17.0918434, -71.7711448",Harsh Accel
490,417,944,http://dummyimage.com/104x100.png/dddddd/000000,http://dummyimage.com/189x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","61.722009, 23.3256027",Distracted Driving
491,86,339,http://dummyimage.com/231x100.png/cc0000/ffffff,http://dummyimage.com/245x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","30.274084, 120.15507",Harsh Turn
492,986,273,http://dummyimage.com/147x100.png/cc0000/ffffff,http://dummyimage.com/199x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","41.234822, 100.482354",Harsh Accel
493,212,222,http://dummyimage.com/189x100.png/dddddd/000000,http://dummyimage.com/175x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","57.9093249, 60.166299",Distracted Driving
494,19,181,http://dummyimage.com/248x100.png/ff4444/ffffff,http://dummyimage.com/137x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","39.9041999, 116.4073963",Harsh Brake
495,92,640,http://dummyimage.com/240x100.png/cc0000/ffffff,http://dummyimage.com/230x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","22.4201574, 105.981739",Harsh Accel
496,733,291,http://dummyimage.com/213x100.png/5fa2dd/ffffff,http://dummyimage.com/234x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","-8.2068055, 113.7989815",Harsh Brake
497,954,997,http://dummyimage.com/159x100.png/ff4444/ffffff,http://dummyimage.com/179x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","14.49052, 44.13108",Harsh Brake
498,224,944,http://dummyimage.com/110x100.png/5fa2dd/ffffff,http://dummyimage.com/195x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","35.5916647, 37.0051383",Distracted Driving
499,17,849,http://dummyimage.com/193x100.png/ff4444/ffffff,http://dummyimage.com/246x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","33.6722582, -4.6308305",Crash
500,447,967,http://dummyimage.com/158x100.png/cc0000/ffffff,http://dummyimage.com/189x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","47.3860507, 0.7236073",Crash
501,613,3,http://dummyimage.com/243x100.png/ff4444/ffffff,http://dummyimage.com/156x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","52.2060223, 23.083666",Harsh Brake
502,445,753,http://dummyimage.com/198x100.png/cc0000/ffffff,http://dummyimage.com/211x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","-13.7615069, -71.84898",Harsh Brake
503,386,450,http://dummyimage.com/179x100.png/5fa2dd/ffffff,http://dummyimage.com/123x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","44.1946802, 4.0430608",Speeding
504,750,78,http://dummyimage.com/133x100.png/5fa2dd/ffffff,http://dummyimage.com/146x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","59.2212515, 17.9196922",Harsh Turn
505,979,772,http://dummyimage.com/116x100.png/ff4444/ffffff,http://dummyimage.com/193x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","37.1766607, 42.1355904",Crash
506,675,916,http://dummyimage.com/188x100.png/5fa2dd/ffffff,http://dummyimage.com/230x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-8.2012757, 112.1012912",Harsh Turn
507,20,298,http://dummyimage.com/244x100.png/dddddd/000000,http://dummyimage.com/135x100.png/5fa2dd/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","13.1789151, 123.7396635",Harsh Accel
508,35,491,http://dummyimage.com/117x100.png/5fa2dd/ffffff,http://dummyimage.com/233x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-8.506296, 115.27916",Crash
509,341,291,http://dummyimage.com/146x100.png/ff4444/ffffff,http://dummyimage.com/167x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","28.438851, 120.564983",Harsh Accel
510,590,258,http://dummyimage.com/199x100.png/cc0000/ffffff,http://dummyimage.com/224x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","30.107387, 121.402682",Harsh Accel
511,581,54,http://dummyimage.com/161x100.png/ff4444/ffffff,http://dummyimage.com/146x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","42.2390986, -8.6848147",Crash
512,75,530,http://dummyimage.com/156x100.png/dddddd/000000,http://dummyimage.com/137x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","29.4724425, 110.5437982",Harsh Brake
513,133,348,http://dummyimage.com/249x100.png/dddddd/000000,http://dummyimage.com/205x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","57.013064, -6.2823331",Harsh Turn
514,200,831,http://dummyimage.com/118x100.png/ff4444/ffffff,http://dummyimage.com/173x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","36.7821, 117.032171",Harsh Turn
515,980,155,http://dummyimage.com/193x100.png/dddddd/000000,http://dummyimage.com/235x100.png/dddddd/000000,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","6.0808532, 7.0014657",Distracted Driving
516,908,848,http://dummyimage.com/123x100.png/ff4444/ffffff,http://dummyimage.com/174x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","-10.8050342, -76.9794276",Harsh Turn
517,77,327,http://dummyimage.com/146x100.png/5fa2dd/ffffff,http://dummyimage.com/140x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","18.3983133, 103.6652162",Harsh Turn
518,121,402,http://dummyimage.com/181x100.png/5fa2dd/ffffff,http://dummyimage.com/104x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","33.4547821, 132.6048622",Harsh Turn
519,526,592,http://dummyimage.com/158x100.png/cc0000/ffffff,http://dummyimage.com/174x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","33.0746899, 36.1816908",Harsh Accel
520,423,787,http://dummyimage.com/246x100.png/cc0000/ffffff,http://dummyimage.com/148x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","28.133231, 106.825301",Crash
521,677,793,http://dummyimage.com/218x100.png/cc0000/ffffff,http://dummyimage.com/205x100.png/5fa2dd/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","40.824367, 119.837124",Harsh Accel
522,3,143,http://dummyimage.com/201x100.png/cc0000/ffffff,http://dummyimage.com/226x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","-8.7389984, 116.4577466",Harsh Brake
523,573,165,http://dummyimage.com/240x100.png/5fa2dd/ffffff,http://dummyimage.com/178x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","13.0730815, 123.5982956",Speeding
524,644,900,http://dummyimage.com/159x100.png/5fa2dd/ffffff,http://dummyimage.com/181x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","-2.9765098, 33.5140043",Harsh Brake
525,664,702,http://dummyimage.com/177x100.png/cc0000/ffffff,http://dummyimage.com/205x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","25.84122, 116.023145",Crash
526,733,835,http://dummyimage.com/158x100.png/dddddd/000000,http://dummyimage.com/108x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","6.6101493, 0.4785495",Harsh Accel
527,460,549,http://dummyimage.com/178x100.png/cc0000/ffffff,http://dummyimage.com/243x100.png/5fa2dd/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","53.3004898, -6.2634596",Harsh Turn
528,245,927,http://dummyimage.com/141x100.png/dddddd/000000,http://dummyimage.com/140x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","53.1892176, 50.119277",Crash
529,783,731,http://dummyimage.com/220x100.png/cc0000/ffffff,http://dummyimage.com/131x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","14.5999366, 121.012518",Harsh Accel
530,486,416,http://dummyimage.com/132x100.png/5fa2dd/ffffff,http://dummyimage.com/238x100.png/5fa2dd/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","37.3510878, -79.177041",Distracted Driving
531,367,881,http://dummyimage.com/199x100.png/cc0000/ffffff,http://dummyimage.com/180x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","29.476705, 121.869339",Distracted Driving
532,417,987,http://dummyimage.com/129x100.png/5fa2dd/ffffff,http://dummyimage.com/166x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","-9.1015826, 160.147069",Speeding
533,510,188,http://dummyimage.com/223x100.png/5fa2dd/ffffff,http://dummyimage.com/173x100.png/cc0000/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","43.0208123, 22.7826929",Distracted Driving
534,191,90,http://dummyimage.com/250x100.png/ff4444/ffffff,http://dummyimage.com/226x100.png/dddddd/000000,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","39.2075584, -8.6259188",Harsh Accel
535,880,778,http://dummyimage.com/108x100.png/dddddd/000000,http://dummyimage.com/242x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","-5.0980884, -80.1657463",Harsh Accel
536,443,317,http://dummyimage.com/131x100.png/dddddd/000000,http://dummyimage.com/237x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","25.419319, 118.993885",Harsh Turn
537,864,995,http://dummyimage.com/171x100.png/cc0000/ffffff,http://dummyimage.com/158x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","-8.1101209, 112.3963638",Harsh Brake
538,491,24,http://dummyimage.com/224x100.png/5fa2dd/ffffff,http://dummyimage.com/108x100.png/5fa2dd/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","33.437877, 113.609286",Harsh Brake
539,291,549,http://dummyimage.com/237x100.png/dddddd/000000,http://dummyimage.com/166x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","40.608793, 115.099494",Speeding
540,954,666,http://dummyimage.com/198x100.png/ff4444/ffffff,http://dummyimage.com/239x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","55.985, 22.91889",Crash
541,797,841,http://dummyimage.com/113x100.png/5fa2dd/ffffff,http://dummyimage.com/184x100.png/ff4444/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","31.298974, 120.585289",Harsh Brake
542,264,68,http://dummyimage.com/173x100.png/cc0000/ffffff,http://dummyimage.com/242x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","49.7133875, 18.4511722",Harsh Brake
543,216,257,http://dummyimage.com/128x100.png/cc0000/ffffff,http://dummyimage.com/248x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","44.3868443, 142.3980641",Harsh Brake
544,326,323,http://dummyimage.com/238x100.png/5fa2dd/ffffff,http://dummyimage.com/155x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","15.38447, -61.344385",Speeding
545,730,904,http://dummyimage.com/176x100.png/ff4444/ffffff,http://dummyimage.com/219x100.png/cc0000/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","33.999466, -117.6834051",Speeding
546,91,524,http://dummyimage.com/241x100.png/dddddd/000000,http://dummyimage.com/232x100.png/ff4444/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","30.953479, 117.674739",Harsh Accel
547,467,90,http://dummyimage.com/238x100.png/dddddd/000000,http://dummyimage.com/185x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","40.2365225, -8.5110798",Harsh Brake
548,118,982,http://dummyimage.com/242x100.png/dddddd/000000,http://dummyimage.com/241x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","16.5361315, 101.6612934",Harsh Brake
549,163,57,http://dummyimage.com/155x100.png/dddddd/000000,http://dummyimage.com/238x100.png/dddddd/000000,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","49.7133875, 18.4511722",Harsh Accel
550,69,687,http://dummyimage.com/143x100.png/cc0000/ffffff,http://dummyimage.com/223x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","59.3730045, 17.0201379",Crash
551,613,710,http://dummyimage.com/233x100.png/cc0000/ffffff,http://dummyimage.com/235x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","36.6919385, 38.9511518",Crash
552,718,22,http://dummyimage.com/163x100.png/cc0000/ffffff,http://dummyimage.com/170x100.png/dddddd/000000,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","53.1986, 23.20779",Crash
553,521,419,http://dummyimage.com/122x100.png/dddddd/000000,http://dummyimage.com/201x100.png/5fa2dd/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","51.8761178, 104.8423232",Harsh Brake
554,999,584,http://dummyimage.com/145x100.png/5fa2dd/ffffff,http://dummyimage.com/118x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","-10.170262, 123.6427533",Harsh Turn
555,7,358,http://dummyimage.com/133x100.png/ff4444/ffffff,http://dummyimage.com/187x100.png/ff4444/ffffff,"{""speed_limit"": 55, ""acceleration"": ""[90,93,93,92,92,91,90,88,82,61,24,4,0,0,0,0,0,0,0,0,0]""}","14.5016958, 121.042743",Harsh Accel
556,328,223,http://dummyimage.com/166x100.png/dddddd/000000,http://dummyimage.com/222x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","30.830898, 120.92585",Harsh Turn
557,128,966,http://dummyimage.com/131x100.png/5fa2dd/ffffff,http://dummyimage.com/159x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","34.8554595, 35.8586671",Harsh Brake
558,514,591,http://dummyimage.com/135x100.png/ff4444/ffffff,http://dummyimage.com/196x100.png/cc0000/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[26,26,26,27,31,33,33,33,32,30,25,22,21,20,20,20,21,23,24,24,24]""}","51.1610189, 17.9045829",Distracted Driving
559,11,92,http://dummyimage.com/232x100.png/dddddd/000000,http://dummyimage.com/144x100.png/cc0000/ffffff,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","33.6419542, -117.5950841",Crash
560,726,488,http://dummyimage.com/200x100.png/5fa2dd/ffffff,http://dummyimage.com/202x100.png/ff4444/ffffff,"{""speed_limit"": 35, ""acceleration"": ""[35,36,36,36,38,40,40,40,40,38,34,32,31,30,30,30,31,33,34,35,37]""}","33.5727724, 36.4093761",Harsh Turn
561,723,372,http://dummyimage.com/178x100.png/5fa2dd/ffffff,http://dummyimage.com/106x100.png/5fa2dd/ffffff,"{""speed_limit"": 45, ""acceleration"": ""[15,15,16,18,21,23,26,28,30,33,42,54,56,56,55,52,51,50,50,50,51]""}","37.0507794, 22.0083727",Harsh Brake
562,1,219,http://dummyimage.com/248x100.png/ff4444/ffffff,http://dummyimage.com/150x100.png/dddddd/000000,"{""speed_limit"": 25, ""acceleration"": ""[40,39,40,40,40,38,38,40,40,40,41,41,40,40,40,40,39,40,40,40,40]""}","-37.0833, -72.5667",Harsh Turn
